net_size,experiment,abstol,reltol,vntol,trtol,chgtol,max_err,l1_err,l2_err,Total elapsed time (seconds),elapsed time since last call (seconds),Total DRAM available,DRAM currently available,Maximum ngspice program size,Current ngspice program size,Number of lines in the deck,Netlist loading time,Subckt and Param expansion time,Netlist parsing time,Nominal temperature,Operating temperature,Total iterations,Transient iterations,Circuit Equations,Circuit original non-zeroes,Circuit fill-in non-zeroes,Circuit total non-zeroes,Transient timepoints,Accepted timepoints,Rejected timepoints,Total analysis time (seconds),Matrix load time,Matrix synchronize time,Matrix reorder time,Matrix factor time,Matrix solve time,Transient analysis time,Transient load time,Transient sync time,Transient factor time,Transient solve time,Transient trunc time,Transient iterations for the last time point,AC analysis time,AC load time,AC sync time,AC factor time,AC solve time,success
20,trtol,1e-12,0.001,1e-06,10,1e-14,0.0006380292689359135,0.026610832703821346,0.002197296436530535,325.248,20.524,16384.000 MB.,  70.594 MB.,0 bytes., 553.297 MB.,13633,0.004,0.03,0.021,27,27,6070,6064,4814,24812,101849,126661,2799,2799,0,20.362,3.499,0,0.017,14.299,0.598,20.158,3.348,0,14.289,0.598,0.304,0,0,0,0,0,0,True
20,trtol,1e-12,0.001,1e-06,50,1e-14,0.0006380292689359135,0.026610832703821346,0.002197296436530535,346.195,20.86,16384.000 MB.,  22.047 MB.,0 bytes., 498.266 MB.,13633,0.004,0.031,0.021,27,27,6070,6064,4814,24812,101849,126661,2799,2799,0,20.638,3.592,0,0.017,14.401,0.62,20.428,3.438,0,14.392,0.619,0.29,0,0,0,0,0,0,True
20,trtol,1e-12,0.001,1e-06,100,1e-14,0.0006380292689359135,0.026610832703821346,0.002197296436530535,367.358,21.062,16384.000 MB.,  54.422 MB.,0 bytes., 365.609 MB.,13633,0.005,0.03,0.021,27,27,6070,6064,4814,24812,101849,126661,2799,2799,0,20.885,3.595,0,0.016,14.579,0.607,20.683,3.447,0,14.569,0.607,0.312,0,0,0,0,0,0,True
20,chgtol,1e-12,0.001,1e-06,1,1e-12,0.0,0.0,0.0,388.21,20.704,16384.000 MB.,  69.094 MB.,0 bytes., 557.156 MB.,13633,0.005,0.03,0.021,27,27,6109,6103,4814,24812,101849,126661,2815,2809,6,20.555,3.559,0,0.015,14.45,0.59,20.349,3.405,0,14.441,0.59,0.342,0,0,0,0,0,0,True
20,chgtol,1e-12,0.001,1e-06,1,1e-09,0.0,0.0,0.0,409.048,20.722,16384.000 MB.,  72.000 MB.,0 bytes., 566.844 MB.,13633,0.004,0.031,0.021,27,27,6109,6103,4814,24812,101849,126661,2815,2809,6,20.567,3.558,0,0.016,14.393,0.647,20.361,3.403,0,14.383,0.647,0.312,0,0,0,0,0,0,True
20,chgtol,1e-12,0.001,1e-06,1,1e-06,0.0006380292689359135,0.026610832703821346,0.002197296436530535,429.812,20.676,16384.000 MB.,  74.344 MB.,0 bytes., 581.266 MB.,13633,0.004,0.031,0.021,27,27,6070,6064,4814,24812,101849,126661,2799,2799,0,20.48,3.6,0,0.014,14.312,0.573,20.27,3.444,0,14.301,0.572,0.292,0,0,0,0,0,0,True
20,chgtol,1e-12,0.001,1e-06,1,0.001,0.0006380292689359135,0.026610832703821346,0.002197296436530535,450.577,20.683,16384.000 MB.,  48.625 MB.,0 bytes., 602.359 MB.,13633,0.005,0.03,0.021,27,27,6070,6064,4814,24812,101849,126661,2799,2799,0,20.529,3.578,0,0.015,14.293,0.652,20.321,3.423,0,14.283,0.652,0.288,0,0,0,0,0,0,True
20,all,1e-09,0.01,0.001,7,1e-12,0.0005723033315106901,0.029430188837339392,0.00208740607706602,470.57,19.874,16384.000 MB.,  24.219 MB.,0 bytes., 581.203 MB.,13633,0.005,0.031,0.022,27,27,5753,5748,4814,24812,101849,126661,2799,2799,0,19.731,3.511,0,0.019,13.593,0.553,19.548,3.384,0,13.585,0.553,0.319,0,0,0,0,0,0,True
20,all,1e-06,0.01,0.01,10,1e-09,0.0005723033315106901,0.029430188837339392,0.00208740607706602,491.41,20.715,16384.000 MB., 156.500 MB.,0 bytes., 362.594 MB.,13633,0.005,0.03,0.021,27,27,5753,5748,4814,24812,101849,126661,2799,2799,0,20.51,3.617,0,0.015,14.04,0.592,20.332,3.489,0,14.034,0.59,0.321,0,0,0,0,0,0,True
20,all,0.001,0.1,0.01,50,1e-06,0.0009895344949858442,0.04826309307177863,0.0038623004484941354,511.596,20.076,16384.000 MB.,  68.391 MB.,0 bytes., 366.922 MB.,13633,0.005,0.033,0.023,27,27,5733,5728,4814,24812,101849,126661,2799,2799,0,19.88,3.368,0,0.016,13.886,0.601,19.696,3.237,0,13.88,0.599,0.335,0,0,0,0,0,0,True
20,all,0.01,0.1,0.01,100,0.001,0.0009895344949858442,0.04826309307177863,0.0038623004484941354,531.495,19.753,16384.000 MB.,  41.266 MB.,0 bytes., 551.719 MB.,13633,0.005,0.03,0.021,27,27,5733,5728,4814,24812,101849,126661,2799,2799,0,19.591,3.411,0,0.017,13.554,0.585,19.407,3.283,0,13.547,0.584,0.29,0,0,0,0,0,0,True
30,baseline,1e-12,0.001,1e-06,1,1e-14,0.0,0.0,0.0,604.885,73.214,16384.000 MB., 102.281 MB.,0 bytes., 816.984 MB.,30633,0.01,0.07,0.049,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,72.757,10.802,0,0.054,52.884,1.544,71.847,10.046,0,52.85,1.54,0.817,0,0,0,0,0,0,True
30,abstol,1e-09,0.001,1e-06,1,1e-14,6.823951126389005e-13,6.12207154508513e-10,9.836698730579584e-12,676.001,70.885,16384.000 MB.,  46.500 MB.,0 bytes., 834.578 MB.,30633,0.01,0.069,0.048,27,27,5814,5808,10814,55812,278397,334209,2799,2799,0,70.379,10.369,0,0.056,51.42,1.419,69.464,9.603,0,51.385,1.416,0.766,0,0,0,0,0,0,True
30,abstol,1e-06,0.001,1e-06,1,1e-14,6.823951126389005e-13,6.12207154508513e-10,9.836698730579584e-12,746.962,70.684,16384.000 MB.,  38.891 MB.,0 bytes., 788.328 MB.,30633,0.011,0.072,0.05,27,27,5814,5808,10814,55812,278397,334209,2799,2799,0,70.244,10.57,0,0.051,51.15,1.448,69.316,9.793,0,51.114,1.447,0.765,0,0,0,0,0,0,True
30,abstol,0.001,0.001,1e-06,1,1e-14,6.823951126389005e-13,6.12207154508513e-10,9.836698730579584e-12,817.916,70.638,16384.000 MB.,  44.141 MB.,0 bytes., 790.625 MB.,30633,0.01,0.073,0.052,27,27,5814,5808,10814,55812,278397,334209,2799,2799,0,70.191,10.456,0,0.052,51.281,1.481,69.273,9.692,0,51.244,1.479,0.7,0,0,0,0,0,0,True
30,abstol,0.01,0.001,1e-06,1,1e-14,6.823951126389005e-13,6.12207154508513e-10,9.836698730579584e-12,888.036,69.749,16384.000 MB.,  74.156 MB.,0 bytes., 778.469 MB.,30633,0.01,0.072,0.051,27,27,5814,5808,10814,55812,278397,334209,2799,2799,0,69.347,10.14,0,0.053,51.233,1.443,68.423,9.373,0,51.197,1.441,0.756,0,0,0,0,0,0,True
30,reltol,1e-12,0.01,1e-06,1,1e-14,0.000451108622256724,0.011773173619649234,0.001142954079101884,962.021,73.666,16384.000 MB.,  57.906 MB.,0 bytes., 769.547 MB.,30633,0.01,0.071,0.049,27,27,5810,5805,10814,55812,278397,334209,2799,2799,0,73.232,10.734,0,0.051,53.338,1.541,72.463,10.109,0,53.308,1.539,0.869,0,0,0,0,0,0,True
30,reltol,1e-12,0.01,1e-06,1,1e-14,0.000451108622256724,0.011773173619649234,0.001142954079101884,1033.227,70.788,16384.000 MB., 113.266 MB.,0 bytes., 796.203 MB.,30633,0.011,0.072,0.051,27,27,5810,5805,10814,55812,278397,334209,2799,2799,0,70.4,10.492,0,0.055,51.165,1.405,69.621,9.851,0,51.137,1.404,0.752,0,0,0,0,0,0,True
30,reltol,1e-12,0.1,1e-06,1,1e-14,9.760334295216833e-05,0.0027571291188760736,0.0002624592625243531,1104.026,70.47,16384.000 MB.,  56.047 MB.,0 bytes., 767.078 MB.,30633,0.01,0.074,0.051,27,27,5906,5901,10814,55812,278397,334209,2803,2802,1,70.028,10.0,0,0.052,51.646,1.484,69.242,9.353,0,51.619,1.484,0.78,0,0,0,0,0,0,True
30,vntol,1e-12,0.001,0.001,1,1e-14,0.00043974517013978254,0.01173181863842573,0.0011290052173021628,1173.726,69.339,16384.000 MB.,  85.688 MB.,0 bytes., 790.391 MB.,30633,0.009,0.073,0.051,27,27,5800,5795,10814,55812,278397,334209,2799,2799,0,68.927,9.83,0,0.051,50.967,1.57,68.136,9.179,0,50.94,1.568,0.843,0,0,0,0,0,0,True
30,vntol,1e-12,0.001,0.01,1,1e-14,0.00043974517013978254,0.01173181863842573,0.0011290052173021628,1247.517,73.448,16384.000 MB.,  60.391 MB.,0 bytes., 835.703 MB.,30633,0.01,0.089,0.067,27,27,5800,5795,10814,55812,278397,334209,2799,2799,0,72.872,12.052,0,0.052,51.08,1.46,72.069,11.39,0,51.053,1.459,0.818,0,0,0,0,0,0,True
30,trtol,1e-12,0.001,1e-06,7,1e-14,0.0,0.0,0.0,1319.987,72.236,16384.000 MB.,  64.453 MB.,0 bytes., 879.750 MB.,30633,0.01,0.071,0.05,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,71.685,10.651,0,0.052,52.404,1.48,70.775,9.888,0,52.369,1.479,0.811,0,0,0,0,0,0,True
30,trtol,1e-12,0.001,1e-06,10,1e-14,0.0,0.0,0.0,1392.618,72.329,16384.000 MB.,  52.734 MB.,0 bytes., 796.469 MB.,30633,0.01,0.08,0.054,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,71.884,10.974,0,0.056,52.384,1.534,70.966,10.208,0,52.349,1.533,0.822,0,0,0,0,0,0,True
30,trtol,1e-12,0.001,1e-06,50,1e-14,0.0,0.0,0.0,1465.497,72.559,16384.000 MB.,  43.344 MB.,0 bytes., 811.094 MB.,30633,0.01,0.07,0.049,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,72.03,10.611,0,0.052,52.653,1.572,71.107,9.836,0,52.617,1.571,0.784,0,0,0,0,0,0,True
30,trtol,1e-12,0.001,1e-06,100,1e-14,0.0,0.0,0.0,1538.796,73.05,16384.000 MB.,  41.156 MB.,0 bytes., 867.297 MB.,30633,0.01,0.072,0.052,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,72.517,11.047,0,0.053,52.596,1.492,71.578,10.264,0,52.558,1.491,0.746,0,0,0,0,0,0,True
30,chgtol,1e-12,0.001,1e-06,1,1e-12,0.0,0.0,0.0,1611.049,71.929,16384.000 MB.,  92.406 MB.,0 bytes., 764.000 MB.,30633,0.009,0.07,0.049,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,71.474,10.562,0,0.052,52.403,1.448,70.561,9.795,0,52.367,1.447,0.765,0,0,0,0,0,0,True
30,chgtol,1e-12,0.001,1e-06,1,1e-09,0.0,0.0,0.0,1683.946,72.571,16384.000 MB.,  40.828 MB.,0 bytes., 851.359 MB.,30633,0.01,0.07,0.048,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,72.042,10.605,0,0.051,52.464,1.465,71.133,9.848,0,52.429,1.463,0.763,0,0,0,0,0,0,True
30,chgtol,1e-12,0.001,1e-06,1,1e-06,0.0,0.0,0.0,1757.243,73.072,16384.000 MB.,  75.875 MB.,0 bytes., 873.156 MB.,30633,0.01,0.073,0.053,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,72.505,10.831,0,0.055,53.072,1.41,71.59,10.065,0,53.037,1.408,0.784,0,0,0,0,0,0,True
30,chgtol,1e-12,0.001,1e-06,1,0.001,0.0,0.0,0.0,1835.074,77.499,16384.000 MB.,  71.562 MB.,0 bytes., 747.719 MB.,30633,0.015,0.084,0.058,27,27,5948,5942,10814,55812,278397,334209,2803,2802,1,76.927,12.644,0,0.343,54.388,1.64,74.761,10.983,0,54.352,1.596,0.817,0,0,0,0,0,0,True
30,all,1e-09,0.01,0.001,7,1e-12,0.0006701138065859924,0.02367657329284114,0.0018439758373464206,1905.665,70.229,16384.000 MB.,  33.984 MB.,0 bytes., 867.328 MB.,30633,0.012,0.093,0.068,27,27,5753,5748,10814,55812,278397,334209,2799,2799,0,69.736,10.507,0,0.055,50.924,1.473,68.914,9.84,0,50.898,1.472,0.746,0,0,0,0,0,0,True
30,all,1e-06,0.01,0.01,10,1e-09,0.0006701138065859924,0.02367657329284114,0.0018439758373464206,1976.058,70.174,16384.000 MB.,  70.047 MB.,0 bytes., 887.406 MB.,30633,0.01,0.072,0.052,27,27,5753,5748,10814,55812,278397,334209,2799,2799,0,69.709,10.25,0,0.059,50.744,1.431,68.944,9.624,0,50.717,1.431,0.752,0,0,0,0,0,0,True
30,all,0.001,0.1,0.01,50,1e-06,0.00030311411284411616,0.014846211583153072,0.0013848108715221225,2045.381,69.041,16384.000 MB.,  17.047 MB.,0 bytes., 867.047 MB.,30633,0.01,0.07,0.049,27,27,5733,5728,10814,55812,278397,334209,2799,2799,0,68.611,9.806,0,0.052,50.425,1.435,67.84,9.174,0,50.398,1.432,0.773,0,0,0,0,0,0,True
30,all,0.01,0.1,0.01,100,0.001,0.00030311411284411616,0.014846211583153072,0.0013848108715221225,2115.634,69.954,16384.000 MB.,  40.062 MB.,0 bytes., 865.156 MB.,30633,0.01,0.079,0.058,27,27,5733,5728,10814,55812,278397,334209,2799,2799,0,69.447,10.469,0,0.054,50.417,1.416,68.671,9.828,0,50.391,1.415,0.794,0,0,0,0,0,0,True
